"name","rank","change_in_rank","companyRevenue","companyProfit","companySize"
"Performance Food Group","112","2","[{""revenues"":""30398.9"",""revenuePercentChange"":""21.2""}]","[{""profits"":""40.7"",""profitPercentChange"":""0.0""}]","[{""assets"":""7845.7"",""marketValue"":""7880.9"",""employeeCount"":""22885""}]"
"Delta Air Lines","113","65","[{""revenues"":""29899.0"",""revenuePercentChange"":""74.9""}]","[{""profits"":""280.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""72459.0"",""marketValue"":""25322.0"",""employeeCount"":""83000""}]"
"American Airlines Group","114","60","[{""revenues"":""29882.0"",""revenuePercentChange"":""72.4""}]","[{""profits"":""-1993.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""66467.0"",""marketValue"":""11847.2"",""employeeCount"":""123400""}]"
"Netflix","115","0","[{""revenues"":""29697.8"",""revenuePercentChange"":""18.8""}]","[{""profits"":""5116.2"",""profitPercentChange"":""85.3""}]","[{""assets"":""44584.7"",""marketValue"":""166304.1"",""employeeCount"":""11300""}]"
"Paramount Global","116","-7","[{""revenues"":""29579.0"",""revenuePercentChange"":""13.0""}]","[{""profits"":""4543.0"",""profitPercentChange"":""87.6""}]","[{""assets"":""58620.0"",""marketValue"":""24628.8"",""employeeCount"":""25115""}]"
"US Foods Holding","117","11","[{""revenues"":""29487.0"",""revenuePercentChange"":""28.8""}]","[{""profits"":""164.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""12521.0"",""marketValue"":""8392.3"",""employeeCount"":""28000""}]"
"Danaher","118","12","[{""revenues"":""29453.0"",""revenuePercentChange"":""32.2""}]","[{""profits"":""6433.0"",""profitPercentChange"":""76.4""}]","[{""assets"":""83184.0"",""marketValue"":""209993.4"",""employeeCount"":""79000""}]"
"Jabil","119","-15","[{""revenues"":""29285.0"",""revenuePercentChange"":""7.4""}]","[{""profits"":""696.0"",""profitPercentChange"":""1191.0""}]","[{""assets"":""16654.0"",""marketValue"":""8857.3"",""employeeCount"":""238000""}]"
"Starbucks","120","5","[{""revenues"":""29060.6"",""revenuePercentChange"":""23.6""}]","[{""profits"":""4199.3"",""profitPercentChange"":""352.4""}]","[{""assets"":""31392.6"",""marketValue"":""104642.8"",""employeeCount"":""383000""}]"
"Mondelez International","121","-13","[{""revenues"":""28720.0"",""revenuePercentChange"":""8.0""}]","[{""profits"":""4300.0"",""profitPercentChange"":""21.0""}]","[{""assets"":""67092.0"",""marketValue"":""87159.2"",""employeeCount"":""79000""}]"
"Eli Lilly","122","-4","[{""revenues"":""28318.4"",""revenuePercentChange"":""15.4""}]","[{""profits"":""5581.7"",""profitPercentChange"":""-9.9""}]","[{""assets"":""48806.0"",""marketValue"":""272723.6"",""employeeCount"":""35238""}]"
"Hewlett Packard Enterprise","123","-17","[{""revenues"":""27784.0"",""revenuePercentChange"":""3.0""}]","[{""profits"":""3427.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""57699.0"",""marketValue"":""21725.3"",""employeeCount"":""60400""}]"
"D.R. Horton","124","24","[{""revenues"":""27774.2"",""revenuePercentChange"":""36.7""}]","[{""profits"":""4175.8"",""profitPercentChange"":""75.9""}]","[{""assets"":""24015.9"",""marketValue"":""26403.2"",""employeeCount"":""11788""}]"
"Molina Healthcare","125","30","[{""revenues"":""27771.0"",""revenuePercentChange"":""43.0""}]","[{""profits"":""659.0"",""profitPercentChange"":""-2.1""}]","[{""assets"":""12209.0"",""marketValue"":""19572.9"",""employeeCount"":""14000""}]"
"CBRE Group","126","-4","[{""revenues"":""27746.0"",""revenuePercentChange"":""16.5""}]","[{""profits"":""1836.6"",""profitPercentChange"":""144.2""}]","[{""assets"":""22073.5"",""marketValue"":""30414.2"",""employeeCount"":""105000""}]"
"Micron Technology","127","8","[{""revenues"":""27705.0"",""revenuePercentChange"":""29.3""}]","[{""profits"":""5861.0"",""profitPercentChange"":""118.1""}]","[{""assets"":""58849.0"",""marketValue"":""86977.2"",""employeeCount"":""43000""}]"
"Broadcom","128","-7","[{""revenues"":""27450.0"",""revenuePercentChange"":""14.9""}]","[{""profits"":""6736.0"",""profitPercentChange"":""127.6""}]","[{""assets"":""75570.0"",""marketValue"":""257086.5"",""employeeCount"":""20000""}]"
"Gilead Sciences","129","-13","[{""revenues"":""27305.0"",""revenuePercentChange"":""10.6""}]","[{""profits"":""6225.0"",""profitPercentChange"":""4961.0""}]","[{""assets"":""67952.0"",""marketValue"":""74656.5"",""employeeCount"":""14400""}]"
"PBF Energy","130","73","[{""revenues"":""27253.4"",""revenuePercentChange"":""80.3""}]","[{""profits"":""231.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""11641.4"",""marketValue"":""2932.6"",""employeeCount"":""3418""}]"
"Lennar","131","-2","[{""revenues"":""27130.7"",""revenuePercentChange"":""20.6""}]","[{""profits"":""4430.1"",""profitPercentChange"":""79.7""}]","[{""assets"":""33207.8"",""marketValue"":""23413.0"",""employeeCount"":""10753""}]"
"United Natural Foods","132","-25","[{""revenues"":""26992.0"",""revenuePercentChange"":""0.9""}]","[{""profits"":""149.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""7525.0"",""marketValue"":""2409.3"",""employeeCount"":""28300""}]"
"NRG Energy","133","200","[{""revenues"":""26989.0"",""revenuePercentChange"":""196.8""}]","[{""profits"":""2187.0"",""profitPercentChange"":""328.8""}]","[{""assets"":""23182.0"",""marketValue"":""9289.0"",""employeeCount"":""6635""}]"
"Nvidia","134","50","[{""revenues"":""26914.0"",""revenuePercentChange"":""61.4""}]","[{""profits"":""9752.0"",""profitPercentChange"":""125.1""}]","[{""assets"":""44187.0"",""marketValue"":""684878.6"",""employeeCount"":""22473""}]"
"Occidental Petroleum","135","48","[{""revenues"":""26772.0"",""revenuePercentChange"":""60.5""}]","[{""profits"":""2322.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""75036.0"",""marketValue"":""53160.2"",""employeeCount"":""11678""}]"
"Salesforce","136","1","[{""revenues"":""26492.0"",""revenuePercentChange"":""24.7""}]","[{""profits"":""1444.0"",""profitPercentChange"":""-64.5""}]","[{""assets"":""95209.0"",""marketValue"":""210196.8"",""employeeCount"":""73541""}]"
"Dollar Tree","137","-26","[{""revenues"":""26321.2"",""revenuePercentChange"":""3.2""}]","[{""profits"":""1327.9"",""profitPercentChange"":""-1.0""}]","[{""assets"":""21721.8"",""marketValue"":""36051.4"",""employeeCount"":""136226""}]"
"KKR","138","178","[{""revenues"":""26141.3"",""revenuePercentChange"":""171.5""}]","[{""profits"":""4666.5"",""profitPercentChange"":""133.0""}]","[{""assets"":""264285.4"",""marketValue"":""51542.9"",""employeeCount"":""3238""}]"
"Kraft Heinz","139","-29","[{""revenues"":""26042.0"",""revenuePercentChange"":""-0.5""}]","[{""profits"":""1012.0"",""profitPercentChange"":""184.3""}]","[{""assets"":""93394.0"",""marketValue"":""48248.6"",""employeeCount"":""36000""}]"
"Amgen","140","-28","[{""revenues"":""25979.0"",""revenuePercentChange"":""2.2""}]","[{""profits"":""5893.0"",""profitPercentChange"":""-18.9""}]","[{""assets"":""61165.0"",""marketValue"":""134700.8"",""employeeCount"":""24200""}]"
"AutoNation","141","4","[{""revenues"":""25844.0"",""revenuePercentChange"":""26.7""}]","[{""profits"":""1373.0"",""profitPercentChange"":""259.8""}]","[{""assets"":""8943.6"",""marketValue"":""6111.4"",""employeeCount"":""22200""}]"
"Penske Automotive Group","142","1","[{""revenues"":""25554.7"",""revenuePercentChange"":""25.0""}]","[{""profits"":""1187.8"",""profitPercentChange"":""118.5""}]","[{""assets"":""13464.6"",""marketValue"":""7196.7"",""employeeCount"":""24797""}]"
"PayPal Holdings","143","-9","[{""revenues"":""25371.0"",""revenuePercentChange"":""18.3""}]","[{""profits"":""4169.0"",""profitPercentChange"":""-0.8""}]","[{""assets"":""75803.0"",""marketValue"":""134732.8"",""employeeCount"":""30900""}]"
"Macy's","144","20","[{""revenues"":""25292.0"",""revenuePercentChange"":""39.8""}]","[{""profits"":""1430.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""17590.0"",""marketValue"":""7123.2"",""employeeCount"":""88857""}]"
"Duke Energy","145","-19","[{""revenues"":""24677.0"",""revenuePercentChange"":""5.2""}]","[{""profits"":""3908.0"",""profitPercentChange"":""183.8""}]","[{""assets"":""169587.0"",""marketValue"":""85967.0"",""employeeCount"":""27605""}]"
"United Airlines Holdings","146","54","[{""revenues"":""24634.0"",""revenuePercentChange"":""60.4""}]","[{""profits"":""-1964.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""68175.0"",""marketValue"":""15049.7"",""employeeCount"":""84100""}]"
"Visa","147","-14","[{""revenues"":""24105.0"",""revenuePercentChange"":""10.3""}]","[{""profits"":""12311.0"",""profitPercentChange"":""13.3""}]","[{""assets"":""82896.0"",""marketValue"":""480022.5"",""employeeCount"":""21500""}]"
"Rite Aid","148","-16","[{""revenues"":""24043.4"",""revenuePercentChange"":""9.6""}]","[{""profits"":""-90.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""9335.4"",""marketValue"":""488.1"",""employeeCount"":""50000""}]"
"Cummins","149","1","[{""revenues"":""24021.0"",""revenuePercentChange"":""21.3""}]","[{""profits"":""2131.0"",""profitPercentChange"":""19.1""}]","[{""assets"":""23710.0"",""marketValue"":""29140.9"",""employeeCount"":""59900""}]"
"U.S. Bancorp","150","-37","[{""revenues"":""23714.0"",""revenuePercentChange"":""-6.0""}]","[{""profits"":""7963.0"",""profitPercentChange"":""60.6""}]","[{""assets"":""573284.0"",""marketValue"":""78929.8"",""employeeCount"":""68796""}]"
"Paccar","151","8","[{""revenues"":""23522.3"",""revenuePercentChange"":""25.6""}]","[{""profits"":""1852.1"",""profitPercentChange"":""42.6""}]","[{""assets"":""29301.7"",""marketValue"":""30619.7"",""employeeCount"":""28500""}]"
"McDonald's","152","5","[{""revenues"":""23222.9"",""revenuePercentChange"":""20.9""}]","[{""profits"":""7545.2"",""profitPercentChange"":""59.5""}]","[{""assets"":""53854.3"",""marketValue"":""183873.6"",""employeeCount"":""200000""}]"
"Southern","153","-7","[{""revenues"":""23113.0"",""revenuePercentChange"":""13.4""}]","[{""profits"":""2393.0"",""profitPercentChange"":""-23.3""}]","[{""assets"":""127534.0"",""marketValue"":""76877.0"",""employeeCount"":""27164""}]"
"C.H. Robinson Worldwide","154","37","[{""revenues"":""23102.1"",""revenuePercentChange"":""42.5""}]","[{""profits"":""844.2"",""profitPercentChange"":""66.7""}]","[{""assets"":""7028.1"",""marketValue"":""13855.8"",""employeeCount"":""16877""}]"
"Truist Financial","155","-36","[{""revenues"":""23064.0"",""revenuePercentChange"":""-5.6""}]","[{""profits"":""6440.0"",""profitPercentChange"":""43.7""}]","[{""assets"":""541241.0"",""marketValue"":""75353.9"",""employeeCount"":""51462""}]"
"Applied Materials","156","20","[{""revenues"":""23063.0"",""revenuePercentChange"":""34.1""}]","[{""profits"":""5888.0"",""profitPercentChange"":""62.7""}]","[{""assets"":""25825.0"",""marketValue"":""116431.4"",""employeeCount"":""27000""}]"
"Freeport-McMoRan","157","58","[{""revenues"":""22845.0"",""revenuePercentChange"":""60.9""}]","[{""profits"":""4306.0"",""profitPercentChange"":""618.9""}]","[{""assets"":""48022.0"",""marketValue"":""72360.8"",""employeeCount"":""24700""}]"
"Lithia Motors","158","73","[{""revenues"":""22831.7"",""revenuePercentChange"":""74.0""}]","[{""profits"":""1060.0"",""profitPercentChange"":""125.4""}]","[{""assets"":""11146.9"",""marketValue"":""8909.8"",""employeeCount"":""21150""}]"
"Blackstone","159","295","[{""revenues"":""22577.1"",""revenuePercentChange"":""270.0""}]","[{""profits"":""5857.4"",""profitPercentChange"":""460.3""}]","[{""assets"":""41196.4"",""marketValue"":""88907.2"",""employeeCount"":""3795""}]"
"Hartford Financial Services Group","160","-18","[{""revenues"":""22390.0"",""revenuePercentChange"":""9.1""}]","[{""profits"":""2365.0"",""profitPercentChange"":""36.2""}]","[{""assets"":""76578.0"",""marketValue"":""23815.6"",""employeeCount"":""18100""}]"
"Aflac","161","-30","[{""revenues"":""22106.0"",""revenuePercentChange"":""-0.2""}]","[{""profits"":""4325.0"",""profitPercentChange"":""-9.5""}]","[{""assets"":""157542.0"",""marketValue"":""41812.8"",""employeeCount"":""12447""}]"
"Whirlpool","162","-8","[{""revenues"":""21985.0"",""revenuePercentChange"":""13.0""}]","[{""profits"":""1783.0"",""profitPercentChange"":""64.9""}]","[{""assets"":""20285.0"",""marketValue"":""10101.2"",""employeeCount"":""69000""}]"
"Union Pacific","163","-10","[{""revenues"":""21804.0"",""revenuePercentChange"":""11.6""}]","[{""profits"":""6523.0"",""profitPercentChange"":""21.9""}]","[{""assets"":""63525.0"",""marketValue"":""171681.6"",""employeeCount"":""32124""}]"
"International Paper","164","-23","[{""revenues"":""21780.0"",""revenuePercentChange"":""5.8""}]","[{""profits"":""1752.0"",""profitPercentChange"":""263.5""}]","[{""assets"":""25243.0"",""marketValue"":""17301.1"",""employeeCount"":""38200""}]"
"Altria Group","165","-27","[{""revenues"":""21111.0"",""revenuePercentChange"":""1.3""}]","[{""profits"":""2475.0"",""profitPercentChange"":""-44.6""}]","[{""assets"":""39523.0"",""marketValue"":""94951.7"",""employeeCount"":""6000""}]"
"CDW","166","-5","[{""revenues"":""20820.8"",""revenuePercentChange"":""12.7""}]","[{""profits"":""988.6"",""profitPercentChange"":""25.4""}]","[{""assets"":""13199.4"",""marketValue"":""24140.2"",""employeeCount"":""13900""}]"
"ManpowerGroup","167","-2","[{""revenues"":""20724.4"",""revenuePercentChange"":""15.1""}]","[{""profits"":""382.4"",""profitPercentChange"":""1506.7""}]","[{""assets"":""9828.9"",""marketValue"":""5025.6"",""employeeCount"":""30000""}]"
"PG&E","168","-8","[{""revenues"":""20642.0"",""revenuePercentChange"":""11.8""}]","[{""profits"":""-102.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""103327.0"",""marketValue"":""29433.7"",""employeeCount"":""26000""}]"
"Carrier Global","169","2","[{""revenues"":""20613.0"",""revenuePercentChange"":""18.1""}]","[{""profits"":""1664.0"",""profitPercentChange"":""-16.0""}]","[{""assets"":""26172.0"",""marketValue"":""39127.4"",""employeeCount"":""58000""}]"
"Baker Hughes","170","-30","[{""revenues"":""20502.0"",""revenuePercentChange"":""-1.0""}]","[{""profits"":""-219.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""35308.0"",""marketValue"":""37410.2"",""employeeCount"":""54000""}]"
"Cleveland-Cliffs","171","330","[{""revenues"":""20444.0"",""revenuePercentChange"":""281.8""}]","[{""profits"":""2988.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""18975.0"",""marketValue"":""16891.2"",""employeeCount"":""26000""}]"
"United States Steel","172","138","[{""revenues"":""20275.0"",""revenuePercentChange"":""108.1""}]","[{""profits"":""4174.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""17816.0"",""marketValue"":""9832.3"",""employeeCount"":""24540""}]"
"Becton Dickinson","173","4","[{""revenues"":""20248.0"",""revenuePercentChange"":""18.3""}]","[{""profits"":""2092.0"",""profitPercentChange"":""139.4""}]","[{""assets"":""53866.0"",""marketValue"":""75749.1"",""employeeCount"":""75000""}]"
"CarMax","174","-38","[{""revenues"":""20092.1"",""revenuePercentChange"":""-6.2""}]","[{""profits"":""746.9"",""profitPercentChange"":""-15.9""}]","[{""assets"":""21541.5"",""marketValue"":""15598.9"",""employeeCount"":""26889""}]"
"Sherwin-Williams","175","-13","[{""revenues"":""19944.6"",""revenuePercentChange"":""8.6""}]","[{""profits"":""1864.4"",""profitPercentChange"":""-8.2""}]","[{""assets"":""20666.7"",""marketValue"":""65037.9"",""employeeCount"":""61626""}]"
"Builders FirstSource","176","174","[{""revenues"":""19893.9"",""revenuePercentChange"":""132.4""}]","[{""profits"":""1725.4"",""profitPercentChange"":""450.3""}]","[{""assets"":""10714.3"",""marketValue"":""11408.9"",""employeeCount"":""28000""}]"
"Marsh & McLennan","177","-2","[{""revenues"":""19820.0"",""revenuePercentChange"":""15.1""}]","[{""profits"":""3143.0"",""profitPercentChange"":""55.9""}]","[{""assets"":""34388.0"",""marketValue"":""85681.3"",""employeeCount"":""83000""}]"
"PNC Financial Services Group","178","-58","[{""revenues"":""19698.0"",""revenuePercentChange"":""-18.1""}]","[{""profits"":""5674.0"",""profitPercentChange"":""-24.5""}]","[{""assets"":""557191.0"",""marketValue"":""77203.4"",""employeeCount"":""58547""}]"
"Lumen Technologies","179","-40","[{""revenues"":""19687.0"",""revenuePercentChange"":""-4.9""}]","[{""profits"":""2033.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""57993.0"",""marketValue"":""11533.4"",""employeeCount"":""36000""}]"
"Avnet","180","-12","[{""revenues"":""19534.7"",""revenuePercentChange"":""10.8""}]","[{""profits"":""193.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""8925.4"",""marketValue"":""4016.9"",""employeeCount"":""14500""}]"
"Tenet Healthcare","181","-14","[{""revenues"":""19485.0"",""revenuePercentChange"":""10.5""}]","[{""profits"":""914.0"",""profitPercentChange"":""129.1""}]","[{""assets"":""27579.0"",""marketValue"":""9387.6"",""employeeCount"":""88968""}]"
"Kimberly-Clark","182","-24","[{""revenues"":""19440.0"",""revenuePercentChange"":""1.6""}]","[{""profits"":""1814.0"",""profitPercentChange"":""-22.9""}]","[{""assets"":""17837.0"",""marketValue"":""41496.1"",""employeeCount"":""45000""}]"
"Kohl's","183","12","[{""revenues"":""19433.0"",""revenuePercentChange"":""21.8""}]","[{""profits"":""938.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""15054.0"",""marketValue"":""7774.6"",""employeeCount"":""67000""}]"
"BlackRock","184","8","[{""revenues"":""19374.0"",""revenuePercentChange"":""19.6""}]","[{""profits"":""5901.0"",""profitPercentChange"":""19.6""}]","[{""assets"":""152648.0"",""marketValue"":""116186.2"",""employeeCount"":""18400""}]"
"Jones Lang LaSalle","185","1","[{""revenues"":""19367.0"",""revenuePercentChange"":""16.7""}]","[{""profits"":""961.6"",""profitPercentChange"":""138.9""}]","[{""assets"":""15505.0"",""marketValue"":""11945.5"",""employeeCount"":""98200""}]"
"Lear","186","-7","[{""revenues"":""19263.1"",""revenuePercentChange"":""13.0""}]","[{""profits"":""373.9"",""profitPercentChange"":""135.9""}]","[{""assets"":""13352.4"",""marketValue"":""8513.1"",""employeeCount"":""160100""}]"
"Lincoln National","187","-15","[{""revenues"":""19230.0"",""revenuePercentChange"":""10.3""}]","[{""profits"":""1405.0"",""profitPercentChange"":""181.6""}]","[{""assets"":""387301.0"",""marketValue"":""11271.6"",""employeeCount"":""10848""}]"
"Charles Schwab","188","63","[{""revenues"":""18996.0"",""revenuePercentChange"":""56.9""}]","[{""profits"":""5855.0"",""profitPercentChange"":""77.5""}]","[{""assets"":""667270.0"",""marketValue"":""159675.9"",""employeeCount"":""33400""}]"
"Ross Stores","189","53","[{""revenues"":""18916.2"",""revenuePercentChange"":""50.9""}]","[{""profits"":""1722.6"",""profitPercentChange"":""1917.5""}]","[{""assets"":""13640.3"",""marketValue"":""31741.7"",""employeeCount"":""100000""}]"
